MovieId,directorName
2086,Phillip Borsos
2087,Wilfred Jackson
2089,Mike Gabriel
2090,Wolfgang Reitherman
2091,John Hough
2092,Tad Stones
2093,Walter Murch
2094,Joe Johnston
2095,Robert Stevenson
2096,Les Clark
2097,Jack Clayton biography and credits
2098,Robert Stevenson
2099,Wilfred Jackson
2100,Ron Howard
2101,Xavier Koller
2103,Jeremiah S. Chechik
2104,Tim Hunter
2105,Joseph Kosinski
2107,Steve Miner
2108,Mick Jackson
2109,Carl Reiner
2110,Carl Reiner
2111,Carl Reiner
2112,Lawrence Kasdan
2114,Francis Ford Coppola
2115,Steven Spielberg
2116,Sir Peter Jackson
2118,David Cronenberg
2119,Stephen King
2121,Lewis Teague
2122,Fritz Kiersch
2123,Don Bluth
2125,Andy Tennant
2128,John Hamburg
2130,Louis Malle
2132,Mike Nichols
2133,Chris Columbus
2134,John Hughes
2137,Charles A. Nichols
2138,Martin Rosen
2141,Don Bluth
2143,Ridley Scott
2144,John Hughes
2145,Howard Deutch
2146,Joel Schumacher
2147,Michael Chapman
2148,Eli Roth
2149,Ethan Wiley
2150,Jamie Uys
2153,Jeremiah S. Chechik
2154,Kevin Rodney Sullivan
2155,Tamara Jenkins
2159,John McNaughton
2161,Wolfgang Petersen
2162,George T. Miller
2166,Joseph Ruben
2167,Stephen Norrington
2170,Pat Proft
2171,Brad Anderson
2173,Vincent Ward
2174,Tim Burton
2176,Alfred Hitchcock
2177,Alfred Hitchcock
2178,Alfred Hitchcock
2179,Alfred Hitchcock
2180,Alfred Hitchcock
2181,Alfred Hitchcock
2183,Alfred Hitchcock
2184,Alfred Hitchcock
2185,Alfred Hitchcock
2186,Alfred Hitchcock
2187,Alfred Hitchcock
2188,Mark Christopher
2189,Bill Plympton
2193,Ron Howard
2194,Brian De Palma
2195,Bob Saget
2196,Tsui Hark
2199,Daryl Duke
2201,Alfred Hitchcock
2203,Alfred Hitchcock
2204,Alfred Hitchcock
2205,Joachim RÃ¸nning
2211,Alfred Hitchcock
2212,Alfred Hitchcock
2215,Alfred Hitchcock
2216,Alfred Hitchcock
2217,Adrian Brunel
2219,Alfred Hitchcock
2221,Alfred Hitchcock
2226,Hideo Nakata
2230,Seymour Hicks
2232,Vincenzo Natali
2236,Mark Steven Johnson
2237,Robert Towne
2238,Lina WertmÃ¼ller
2240,Tony Bill
2241,Melvin Frank
2242,Randal Kleiser
2243,James L. Brooks
2244,Tamar Simon Hoffs
2245,Mike Nichols
2247,Jonathan Demme
2248,Cameron Crowe
2249,Herbert Ross
2250,Paul Brickman
2252,Christopher Reeve
2253,Barry Levinson
2254,David Lowell Rich
2255,Garry Marshall
2257,Jerry Schatzberg
2259,Stanley Donen
2260,Emilio Estevez
2261,Savage Steve Holland
2263,Carl Schultz
2264,Neil Jordan
2265,Dan Aykroyd
2267,Alan Rudolph
2268,Robert Reiner
2269,Adrian Lyne
2272,Carl Franklin
2273,Brett Ratner
2275,Lance Mungia
2276,James Ivory
2278,John Frankenheimer
2280,David Dobkin
2281,Ted Demme
2282,John Waters
2283,Bernardo Bertolucci
2284,Shekhar Kapur
2286,Piers Haggard
2287,Gordon Douglas
2290,Woody Allen
2291,Tim Burton
2292,Jason Bloom
2294,Tim Johnson
2295,Stanley Tucci
2296,John Fortenberry
2297,Vincent Ward
2299,D. W. Griffith
2301,Mel Brooks
2302,Jonathan Lynn
2303,Robert Altman
2304,Alexander Korda
2306,Stephen Herek
2307,Bruno Barreto
2308,Arthur Marks
2310,Peter Chelsom
2315,Ronny Yu
2316,Griffin Dunne
2317,Evan Dunsky
2318,Todd Solondz
2320,Bryan Singer
2321,Gary Ross
2322,Paul Verhoeven
2326,Raoul Ruiz
2327,John Harrison
2329,Tony Kaye
2331,Richard LaGravenese
2332,Hype Williams
2335,Frank Coraci
2336,Shekhar Kapur
2337,Todd Haynes
2338,Danny Cannon
2339,Arlene Sanford
2340,Martin Brest
2341,Pat O'Connor
2344,Andrei Konchalovsky
2346,Bryan Forbes
2347,Stuart Rosenberg
2348,Alex Cox
2351,Federico Fellini
2352,Lawrence Kasdan
2353,Tony Scott
2355,John Lasseter
2356,Woody Allen
2357,Walter Salles
2358,Predrag AntonijeviÄ‡
2359,Kirk Jones
2361,John Waters
2362,Ed Wood
2363,æœ¬å¤šçŒªå››éƒŽ
2364,æ©‹æœ¬å¹¸æ²»
2366,Ernest B. Schoedsack
2367,John Guillermin
2368,John Guillermin
2369,Susan Seidelman
2370,John Boorman
2371,Michael Ritchie
2372,Michael Ritchie
2373,Richard Fleischer
2375,Richard Benjamin
2376,John Glen
2377,Tobe Hooper
2378,Hugh Wilson
2379,Jerry Paris
2380,Jerry Paris
2381,Jim Drake
2383,Peter Bonerz
2384,George Miller
2387,Peter Berg
2389,Gus Van Sant
2390,Mark Herman
2392,Troy Miller
2393,Jonathan Frakes
2394,Brenda Chapman
2395,Wes Anderson
2396,John Madden
2397,Glenn Jordan
2398,George Seaton
2400,John D. Hancock
2401,Clint Eastwood
2402,George P. Cosmatos
2403,Ted Kotcheff
2404,Peter MacDonald
2405,Lewis Teague
2406,Robert Zemeckis
2407,Ron Howard
2408,Daniel Petrie
2409,Sylvester Stallone
2410,Sylvester Stallone
2411,Sylvester Stallone
2412,John G. Avildsen
2413,Jonathan Lynn
2414,Barry Levinson
2415,Jack Fisk
2417,Mike Nichols
2418,Garry Marshall
2420,John G. Avildsen
2423,Jeremiah S. Chechik
2424,Nora Ephron
2425,John Boorman
2426,Paul Greengrass
2427,Terrence Malick
2428,Robert Rodriguez
2429,Ron Underwood
2430,Ernest B. Schoedsack
2431,Tom Shadyac
2433,Steven Zaillian
2434,Maya Angelou
2435,Anthony Drazan
2436,Franco Zeffirelli
2438,J. S. Cardone
2440,Larry Clark
2441,Stephen Frears
2442,Anand Tucker
2443,Willard Carroll
2444,Shane Meadows
2446,Neil Jordan
2447,Brian Robbins
2449,Rod Amateau
2450,Willard Huyck
2451,Teinosuke Kinugasa
2452,Tibor TakÃ¡cs
2453,Nick Castle
2454,Kurt Neumann
2455,David Cronenberg
2456,Chris Walas
2457,Peter Hyams
2459,Marcus Nispel
2460,Tobe Hooper
2461,Jeff Burr
2462,Kim Henkel
2463,Jim Abrahams
2465,Wes Craven
2466,Glen Anthony Pitre
2468,Penny Marshall
2469,Francis Ford Coppola
2472,Jeff Kanew
2474,Martin Scorsese
2475,John Frankenheimer
2476,Clint Eastwood
2477,J. Lee Thompson
2479,John Cassavetes
2481,Ken Loach
2482,Brian Gibson
2486,Nancy Savoca
2490,Brian Helgeland
2494,Gus Van Sant
2496,Hugh Wilson
2497,Luis Mandoki
2501,Joe Johnston
2502,Mike Judge
2505,Joel Schumacher
2506,Garry Marshall
2507,Alan Rudolph
2509,Michael Davis
2511,Robert Altman
2514,Mary Lambert
2520,George Seaton
2521,Jack Smight
2522,Jerry Jameson
2523,James Goldstone
2525,Lewis Teague
2526,Ronald Neame
2528,Michael Anderson
2529,Franklin J. Schaffner
2530,Ted Post
2531,J. Lee Thompson
2532,J. Lee Thompson
2534,Corey Allen
2536,David Lowell Rich
2537,Irwin Allen
2540,James Foley
2541,Roger Kumble
2542,Guy Ritchie
2543,Adam Bernstein
2545,P. J. Castellaneta
2546,Ulu Grosbard
2547,"The Power of the Media, Part II"
2548,Katt Shea
2550,Robert Wise
2551,David Cronenberg
2554,"Anton ""Tony"" Leader"
2555,Bob Clark
2559,Richard Rich
2561,Clint Eastwood
2565,Walter Lang
2567,Ron Howard
2568,Scott Silver
2569,Sam Miller
2574,Sam Weisman
2580,Doug Liman
2581,Raja Gosnell
2583,Robert Altman
2584,Dave Meyers
2586,Roland JoffÃ©
2587,Ted Demme
2588,Mary Lambert
2589,Will Gluck
2590,Gillies Mackinnon
2594,Alejandro AmenÃ¡bar
2596,James Merendino
2597,Sofia Coppola
2598,Mike Newell
2599,Alexander Payne
2600,David Cronenberg
2606,Rodman Flender
2610,Tony Bui
2611,David Mamet
2612,Michael Curtiz
2613,Thom Eberhardt
2616,Warren Beatty
2617,Barry
2620,Feroz Abbas Khan
2624,Hirokazu Kore-eda
2627,Bud Greenspan
2629,Shunji Iwai
2631,Amos Poe
2633,Karl Freund
2634,Terence Fisher
2635,Leslie Goodwins
2636,Reginald Le Borg
2638,Harold Young
2640,Richard Donner
2641,Dick Lester
2642,Richard Lester
2643,Sidney Joseph Furie
2644,Tod Browning
2646,Erle C. Kenton
2648,James Whale
2649,Rowland V. Lee
2650,Erle C. Kenton
2651,Roy William Neill
2652,Terence Fisher
2653,Robert Siodmak
2654,George Waggner
2657,Jim Sharman
2658,Jules White
2659,Andrew Solt
2660,Christian Nyby
2661,Jack Arnold
2664,Philip Kaufman
2665,Fred F. Sears
2666,Roger Corman
2668,Wes Craven
2669,Lewis Milestone
2671,Roger Michell
2672,Josef Rusnak
2674,Mike Figgis biography and credits
2678,Morgan J. Freeman
2679,Tanya Wexler
2680,Yasujiro Ozu
2681,Robert Meyer Burnett
2682,John Sayles
2683,Jay Roach
2687,Chris Buck
2688,Simon West
2689,Andrew J. Kuehn
2690,Oliver Parker
2691,Giuseppe Tornatore
2692,Tom Tykwer
2694,Dennis Dugan
2695,John Singleton
2701,Barry Sonnenfeld
2702,Spike Lee
2703,Scott Ziehl
2704,Leos Carax
2706,Paul Weitz
2707,Mark Pellington
2709,Tim Hill
2711,Hugh Hudson
2713,Steve Miner
2714,Rick Famuyiwa
2715,Dan Ireland
2716,(OC)
2717,(OC)
2718,Michael Patrick Jann
2719,Jan de Bont
2723,Kinka Usher
2724,Garry Marshall
2732,FranÃ§ois Truffaut
2733,Ken Kwapis
2734,(AM)
2735,Michael Ritchie
2737,Peter R. Hunt
2738,Bruce Beresford
2739,Steven Spielberg
2740,Raoul Walsh
2744,Franco Zeffirelli
2745,Roland JoffÃ©
2749,Sidney Lumet
2750,Woody Allen
2751,Bob Clark
2752,Arthur Hiller
2755,Paul Schrader
2758,Fred Schepisi
2759,Andrew Fleming
2761,Brad Bird
2762,M. Night Shyamalan
2763,John McTiernan
2765,Paul McGuigan
2766,Tod Williams
2767,John Turturro
2768,Gary Sinyor
2769,James Gray
2770,Frank Oz
2771,Jonathan Kaplan
2772,Adam Rifkin
2774,Anne Wheeler
2775,Hayao Miyazaki
2777,George P. Cosmatos
2780,Roger Corman
2781,William Castle
2782,Roger Corman
2783,Roger Corman
2785,Roger Corman
2786,Gene Wilder
2787,Lewis Teague
2788,Terry Gilliam
2789,Mike Hodges
2791,David Zucker
2792,Ken Finkleman
2793,Anthony Waller
2794,Amy Heckerling
2795,Barry Sonnenfeld
2796,George Roy Hill
2798,Dennis Dugan
2799,Brian Levant
2802,Robert Towne
2803,Alan J. Pakula
2804,Bob Clark
2805,Kelly Makin
2806,Kevin Williamson
2808,Roland Emmerich
2809,Jeff Franklin
2810,ä»Šæ•
2813,Duncan Jones
2814,Christopher Nolan
2815,Sidney Joseph Furie
2816,Sidney Joseph Furie
2817,John Glen
2818,Sidney Joseph Furie
2820,Grigori Kozintsev
2821,Cecil B. DeMille
2824,Mark Noyce
2825,P. Narayankutty Menon
2826,John McTiernan
2828,Hugh Wilson
2831,Kevin Brodie
2833,Claude Berri
2834,Delmer Daves
2835,Hugh Johnson
2836,Michael Corrente
2837,Rose Troche
2841,David Koepp
2844,Hampton Fancher
2847,Howard Hawks
2849,Steve Rash
2852,Norman Jewison
2855,John D. Lamond
2856,Fred Walton
2857,George Dunning
2859,Jonathan Demme
2862,Tinto Brass
2863,Dick Lester
2864,Gregg Araki
2865,Allison Anders
2866,Steve Rash
2870,Gene Saks
2872,John Boorman
2873,Paul Auster
2874,Stanley Donen
2876,Gary Goldman
2883,Lawrence Kasdan
2884,Bruce McCulloch
2886,Gary Halvorson
2887,Kevin Alyn Elders
2888,John Schultz
2889,Jay Roach
2890,David O. Russell
2891,Mark Illsley
2892,Abel Ferrara
2893,Jake Scott
2894,Catherine Breillat
2895,Bernard McEveety
2896,Edward Dmytryk
2898,George A. Romero
2901,Don Coscarelli
2902,Richard Franklin
2903,Anthony Perkins
2904,Lewis Milestone
2905,Akira Kurosawa
2907,Bruce McCulloch
2908,Kimberly Peirce
2912,Steven Soderbergh
2915,Paul Brickman
2916,Len Wiseman
2917,Lawrence Kasdan
2918,John Hughes
2919,(AM)
2920,Marcel CarnÃ©
2921,Clint Eastwood
2922,Ted Post
2926,John Waters
2927,Alan Bridges
2928,John Byrum
2929,Warren Beatty
2932,Terrence Malick
2935,Preston Sturges
2936,Preston Sturges
2937,Preston Sturges
2938,Eliseo Subiela
2940,Mike Nichols
2942,Adrian Lyne
2943,RÃ©gis Wargnier
2944,Andrew V. McLaglen
2945,James Bridges
2946,Richard Lester
2947,Guy Hamilton
2948,Terence Young
2949,Terence Young
2950,Mikael Salomon
2951,Sergio Leone
2953,Chris Columbus
2956,Ridley Scott
2957,William Beaudine
2959,David Fincher
2960,Thom Fitzgerald
2963,Frank Whaley
2964,Harmony Korine
2966,David Lynch
2967,Paul Wendkos
2968,Terry Gilliam
2970,Werner Herzog
2971,Bob Fosse
2973,Woody Allen
2976,Martin Scorsese
2977,Antonio Banderas
2978,Damon Santostefano
2982,William Friedkin
2983,Sidney Joseph Furie
2984,Bruce Brown
2985,Paul Verhoeven
2986,Irvin Kershner
2987,Robert Zemeckis
2988,Jonathan Demme
2989,John Glen
2990,John Glen
2991,Guy Hamilton
2992,George Pavlou
2993,Terence Young
2994,Robert Rodriguez
2996,Wes Craven
2997,Spike Jonze
3001,Donal Lardner Ward
3003,Radu MihÄƒileanu
3005,Phillip Noyce
3006,Michael Mann
3008,Don McKellar
3012,Buster Keaton
3013,Brian Yuzna
3014,Oz Scott
3015,Michael Crichton
3016,George A. Romero
3018,Stuart Gordon
3019,Gus Van Sant
3020,Joel Schumacher
3021,Tobe Hooper
3022,Buster Keaton
3024,Joe Dante
3025,Arnold Laven
3028,Franco Zeffirelli
3031,Bob Logan
3032,Boris Sagal
3033,Mel Brooks
3034,Wolfgang Reitherman
3035,Joshua Logan
3036,Jean-Jacques Annaud
3037,Arthur Penn
3038,Elia Kazan
3040,(OC)
3041,Ken Wiederhorn
3042,George Mendeluk
3043,Bob Logan
3044,Kenneth Branagh
3045,Kenneth Branagh
3048,Steve Rash
3049,Dick Lester
3050,Craig Bolotin
3051,Wayne Wang
3052,Kevin Smith
3053,Luc Besson
3055,Atom Egoyan
3058,William Nigh
3061,Mark Sandrich
3062,Andrew Marton
3063,Katt Shea
3066,Kinji Fukasaku
3067,Pedro AlmodÃ³var
3069,Paul Newman
3071,RamÃ³n MenÃ©ndez
3072,Norman Jewison
3073,Vincente Minnelli
3078,Barry Levinson
3081,Tim Burton
3082,Michael Apted
3083,Pedro AlmodÃ³var
3087,Richard Donner
3090,John Sayles
3091,Akira Kurosawa
3093,Robert Altman
3094,James Ivory
3097,Ernst Lubitsch
3098,Barry Levinson
3099,Hal Ashby
3100,Robert Redford
3101,Adrian Lyne
3102,Richard Marquand
3103,Jon Ronson
3104,Martin Brest
3105,Penny Marshall
3106,Alan Parker
3107,Ron Howard
3108,Terry Gilliam
3109,Mark Rydell
3110,Shana Feste
3111,Robert Benton
3112,Tom Moore
3113,Peter Hyams
3114,John Lasseter
3115,Joel Schumacher
3117,Ang Lee
3120,Jonathan Lynn
3125,Neil Jordan
3126,Edward Dmytryk
3127,Dame Jane Campion
3129,Woody Allen
3130,Brian De Palma
3132,Alfred Santell
3133,Buster Keaton
3135,Lewis John Carlino
3137,Andrew V. McLaglen
3138,Steven Kampmann
3141,Jack Nicholson
3143,John Boorman
3144,Frank Tashlin
3146,Mike Mitchell
3148,Lasse HallstrÃ¶m
3150,Maggie Hadleigh-West
3151,Roland West
3152,Peter Bogdanovich
3155,Andy Tennant
3156,Chris Columbus
3157,Rob Minkoff
3159,GaÃ«tan Brizzi
3160,Paul Thomas Anderson
3161,Martha Fiennes
3162,Matthew Warchus
3163,Mike Leigh
3164,Rod Daniel
3168,Dennis Hopper
3169,John Schlesinger
3173,Oliver Stone
3174,MiloÅ¡ Forman
3175,Dean Parisot
3176,Anthony Minghella
3177,Steve Carr
3178,Norman Jewison
3179,Alan Parker
3180,Ron Shelton
3181,Julie Taymor
3183,Agnieszka Holland
3185,Scott Hicks
3186,James Mangold
3189,Jay Russell
3190,Jack Sholder
3196,Billy Wilder
3197,Peter Hyams
3199,George Sidney
3203,Phillip Noyce
3204,Franklin J. Schaffner
3210,Amy Heckerling
3211,Fred Schepisi
3214,John Badham
3215,Stuart Rosenberg
3218,Todd Haynes
3219,John Schlesinger
3221,Peter Greenaway
3222,Francesco Rosi
3223,Peter Greenaway biography and credits
3229,Irving Rapper
3230,Ronald Neame
3231,Herbert BlachÃ©
3232,Buster Keaton
3236,George Englund
3238,Stephan Elliott
3239,Andrew Bergman
3240,Kevin Allen
3243,Les Mayfield
3244,Herbert Ross
3246,Spike Lee
3247,Emile Ardolino
3248,Bill Duke
3249,Phillips Smalley
3251,Norman Jewison
3252,Martin Brest
3253,Penelope Spheeris
3255,Penny Marshall
3256,Phillip Noyce
3257,Siddique
3258,Robert Zemeckis
3259,Ron Howard
3260,James Ivory
3261,Cameron Crowe
3262,David Lynch
3263,Ron Shelton
3264,Fran Rubel Kuzui
3265,John Woo
3267,Robert Rodriguez
3268,Roger Spottiswoode
3269,Steve Miner
3271,Gary Sinise
3272,Abel Ferrara
3273,Wes Craven
3274,Barbet Schroeder
3275,Troy Duffy
3279,Anne Wheeler
3283,John Cassavetes
3284,Anthony Harvey
3285,Danny Boyle
3286,Chris Koch
3287,Jun Falkenstein
3288,Ismail Merchant
3293,Lynn Hershman Leeson
3294,Umberto Lenzi
3295,Ken Loach
3296,Peter Bogdanovich
3299,Diane Keaton
3300,David Twohy
3301,Jonathan Lynn
3302,Jasmin Dizdar
3304,Paul Schrader
3306,Edward Buzzell
3307,Charlie Chaplin
3308,Garry Marshall
3310,Charlie Chaplin
3311,Anthony Mann
3315,H. Bruce Humberstone
3316,John Frankenheimer
3317,Curtis Hanson
3318,Rod Lurie
3319,Eric Mendelsohn
3322,DJ Pooh
3324,Nicholas Gomez
3325,John Schlesinger
3326,Mike Nichols
3328,Jim Jarmusch
3329,John Duigan
3330,Richard C. Sarafian
3331,George Bowers
3334,John Huston
3336,Kevin Brownlow
3337,Michael Winner
3339,Sam Peckinpah
3340,Ed Wood
3341,George Cukor
3342,Alan Parker
3343,Roger Vadim
3344,RenÃ© Cardona Jr.
3347,Carroll Ballard
3348,Rupert Hitzig
3350,Daniel Petrie
3354,Brian De Palma
3357,RÃ©gis Wargnier
3358,Albert Brooks
3359,Peter Yates
3361,Ron Shelton
3362,Sidney Lumet
3363,George Lucas
3364,John Huston
3365,Alex Cox
3368,William Wyler
3370,Costa-Gavras
3372,John Guillermin
3373,Sidney Poitier
3374,Julie Dash
3375,Irving Pichel
3377,Fritz Lang
3379,Stanley Kramer
3380,Anthony Mann
3384,Joseph Sargent
3386,Oliver Stone
3388,William Dear
3391,James Foley
3393,Tom McLoughlin
3394,Blake Edwards
3395,Robert Benton
3396,James Frawley
3397,Jim Henson
3398,Frank Oz
3400,Ralph Zondag
3401,Bill L. Norton
3402,John Irvin
3403,Jerry Jameson
3404,Jean Negulesco
3405,Roy Ward Baker
3408,Steven Soderbergh
3409,David R. Ellis
3414,Henry King
3417,Robert Siodmak
3419,Hal Prince
3421,John Landis
3422,Spike Lee
3424,Spike Lee
3425,Spike Lee
3426,Spike Lee
3427,Donald Siegel
3428,Franco Zeffirelli
3431,Michael Winner
3432,Michael Winner
3433,J. Lee Thompson
3434,Allan A. Goldstein
3436,Joel Schumacher
3438,Steve Barron
3439,Michael Pressman
3440,Stuart Gillard
3441,Dan Bradley
3442,Paul Michael Glaser
3443,Renny Harlin
3445,Irvin Kershner
3446,Peter Chelsom
3447,Sidney Franklin
3448,Barry Levinson
3449,Leonard Nimoy
3451,Stanley Kramer
3452,Andrzej Bartkowiak
3453,Mark Piznarski
3457,Keith Gordon
3460,Jean Yarbrough
3462,Charlie Chaplin
3463,Zane Buzby
3464,Richard C. Sarafian
3465,Blake Edwards
3466,Ron Underwood
3467,Vibeke LÃ¸kkeberg
3468,Robert Rossen
3469,Stanley Kramer
3470,Akira Kurosawa
3471,Steven Spielberg
3473,Alain Tanner
3475,George Stevens
3477,Allan Moyle
3478,Luis Valdez
3480,David Seltzer
3481,Stephen Frears
3483,Bibo Bergeron
3484,Rob Cohen
3487,Howard Hawks
3488,Robert Clarke
3489,Steven Spielberg
3490,Eugenio MartÃ­n
3491,David Beaird
3492,George Fitzmaurice
3494,Henry Hathaway
3496,John Schlesinger
3497,Herbert Ross
3499,Robert Reiner
3500,Billy Crystal
3501,Martin Ritt
3502,Jean-Luc Godard
3505,Roger Donaldson
3506,Ted Kotcheff
3508,Clint Eastwood
3509,James Toback
3510,Gregory Hoblit
3511,Brian Robbins
3512,Bonnie Hunt
3513,William Friedkin
3514,Stanley Tucci
3515,Pip Karmel
3516,Richard Quine
3518,Wim Wenders
3519,Guy Hamilton
3520,William Asher
3524,Steve Gordon
3525,Neal Israel
3526,Ron Howard
3527,John McTiernan
3528,Barbra Streisand
3530,Alain Resnais
3531,Jon Jost
3534,Betty Thomas
3535,Mary Harron
3536,Edward Norton
3537,Marek Kanievska
3539,Julien Temple
3543,Barry Levinson
3544,Bobcat Goldthwait
3545,Bob Fosse
3547,Stephen Frears
3549,Joseph L. Mankiewicz
3550,Gary Ross
3551,John Schlesinger
3552,Allan Arkush
3553,Davis Guggenheim
3555,Jonathan Mostow
3556,Sofia Coppola
3557,Bruce Robinson
3563,Bharat Nalluri
3564,Brian Levant
3565,Matt Williams
3567,Bruno Barreto
3572,Adam Simon
3576,Jack Sholder
3578,Ridley Scott
3579,Hugh Hudson
3584,Jim McBride
3585,Francis D. Lyon
3586,Taylor Hackford
3587,Dario Argento
3588,Bob Rafelson
3589,Mario Bava
3590,Martin Davidson
3593,Roger Christian
3595,Steve Rash
3596,Larry Karaszewski
3598,Michael Almereyda
3600,Norman Taurog
3601,Vincent McEveety
3602,Norman Taurog
3603,Bruce Kessler
3604,Mervyn LeRoy
3605,Michael Curtiz
3606,George Roy Hill
3608,Tim Burton
3610,John Rich
3611,Norm Ferguson
3612,Bryan Forbes
3614,Andrew Bergman
3615,Ralph Zondag
3616,Amy Heckerling
3617,Todd Phillips
3618,Woody Allen
3619,Floyd Mutrux
3621,Andrzej Å»uÅ‚awski
3622,Mel Brooks
3624,Tom Dey
3625,Jon Reiss
3628,David Miller
3632,Charlie Chaplin
3633,Peter R. Hunt
3634,John Frankenheimer
3635,Lewis Gilbert
3636,Patrice ChÃ©reau
3638,Lewis Gilbert
3639,Guy Hamilton
3641,Charlie Chaplin
3643,Edward Ludwig
3644,Raoul Walsh
3646,John Whitesell
3647,Ð¡ÐµÑ€Ð³ÐµÐ¹ Ð‘Ð¾Ð´Ñ€Ð¾Ð²
3648,Val Guest
3649,Paul Schrader
3653,Bruce Brown
3654,J. Lee Thompson
3656,Douglas Sirk
3657,Albert Lewin
3658,Roy Ward Baker
3660,David Schmoeller
3661,David W. Allen
3662,David DeCoteau
3663,Jeff Burr
3664,Jeff Burr
3665,David DeCoteau
3668,Franco Zeffirelli
3669,Peter Hyams
3671,Mel Brooks
3675,Michael Curtiz
3676,David Lynch
3678,Otto Preminger
3680,Penelope Spheeris
3681,Sergio Leone
3682,Ted Post
3683,Joel and Ethan Coen
3684,Steve Kloves
3685,John Huston
3686,Joel Schumacher
3687,Alain Tanner
3688,Bob Clark
3689,Bob Clark
3690,James Komack
3691,Noel Black
3692,Michael Herz
3693,Michael Herz
3694,Lloyd Kaufman
3695,Lloyd Kaufman
3696,Fred Dekker
3698,Carol Reed
3701,Graham Baker
3702,George Miller
3704,George Ogilvie
3705,John Badham
3706,Alan Parker
3708,Mark L. Lester
3709,Mick Garris
3710,Craig R. Baxley
3711,Darrell Roodt
3714,Robert Patrick Mulligan
3715,Hugh Wilson
3716,Tom Holland
3717,Dominic Sena
3720,IstvÃ¡n SzabÃ³
3721,Alan Rudolph
3723,Franco Zeffirelli
3724,Hal Ashby
3725,Ralph Bakshi
3728,Carl Franklin
3729,Gordon Parks
3731,Ivan Passer
3733,James Bridges
3734,Sidney Lumet
3735,Sidney Lumet
3737,David Miller
3738,Steven Spielberg
3741,Terrence Malick
3744,John Singleton
3745,Gary Goldman
3748,Woody Allen
3751,Nick Park
3753,Roland Emmerich
3755,Wolfgang Petersen
3756,James Ivory
3759,Jack Kinney
3760,John Landis
3763,Robert Mandel
3765,Dennis Hopper
3766,Joseph Zito
3768,Aaron Norris
3769,Michael Cimino
3771,Gordon Hessler
3773,Reginald Hudlin
3774,Doug McHenry
3775,Hamilton Luske
3776,Jack Kinney
3778,King Wallis Vidor
3781,John Guillermin
3783,Mike Hodges
3784,George Miller
3786,Jamie Babbit
3788,Michelangelo Antonioni
3789,Sidney Lumet
3791,Herbert Ross
3792,King Wallis Vidor
3793,Bryan Singer
3795,Hur Jin-ho
3798,Robert Zemeckis
3801,Otto Preminger
3802,Geoff Murphy
3803,Robert Downey Sr.
3806,J. Lee Thompson
3807,Sam Wanamaker
3808,Vittorio De Sica
3809,Frank Oz
3810,Roger Donaldson
3811,Bruce Beresford
3813,Woody Allen
3814,Woody Allen
3819,Juzo Itami
3820,Britt Allcroft
3823,Michael Winterbottom
3824,Joan Chen
3825,David McNally
3826,Claudio FÃ¤h
3827,Clint Eastwood
3828,Max Mayer
3831,Nigel Cole
3835,John McKay
3836,Brian G. Hutton
3837,Don Coscarelli
3838,Don Coscarelli
3839,Don Coscarelli
3840,Stan Winston
3841,Roger Spottiswoode
3844,Herbert Ross
3845,Roger Vadim
3846,James Signorelli
3848,Bruce Beresford
3849,Robert Siodmak
3853,Gary Winick
3858,John Waters
3861,Howard Deutch
3862,Gerry Stembridge
3863,Feng Xiaogang
3865,Spike Lee
3868,David Zucker
3871,George Stevens
3872,Joseph L. Mankiewicz
3873,Elliot Silverstein
3874,Chantal Akerman
3875,Terence Fisher
3876,Saul Rubinek
3878,Joseph Losey
3879,Christian Duguay
3881,Todd Phillips
3882,Peyton Reed
3883,Chi Muoi Lo
3887,Richard Schenkman
3888,Tamra Davis
3890,Robert F. McGowan
3893,Neil LaBute
3895,Noboru Tanaka
3896,Christopher McQuarrie
3897,Cameron Crowe
3898,Antoine Fuqua
3900,Rob Schmidt
3901,Bruce Paltrow
3908,John Ottman
3909,Fina Torres
3910,Lars von Trier
3911,The Lord Haden-Guest
3912,Ron Howard
3913,Jason Priestley
3915,Karyn Kusama
3916,Boaz Yakin
3919,Anthony Hickox
3920,Wim Wenders
3921,William Asher
3922,William Asher
3923,Edward Bernds
3924,Don Weis
3925,Jim Jarmusch
3926,Irwin Allen
3927,Richard Fleischer
3928,Charles Barton
3930,Jack Arnold
3934,Kurt Neumann
3936,Arthur Lubin
3937,Kanye West
3938,Amy Holden Jones
3942,Jim Wynorski
3943,Spike Lee
3947,Mike Hodges
3948,Greg Glienna
3949,Darren Aronofsky
3950,Joel Schumacher
3951,Raymond De Felitta
