MovieId,Actor
953,Lau Ching-Wan
954,Jean Arthur
954,James Stewart
957,Lillian Gish
957,Lars Hanson
968,Brianna Brown
968,Greg Travis
968,Sid Haig
969,Katharine Hepburn
969,Robert Morley
980,Tsui Hark
980,John Shum
980,Michelle Yeoh
980,John Sham
981,Ving Rhames
981,Ice Cube
981,Elizabeth Hurley
982,Betty Field
982,William Holden
982,Kim Novak
982,Rosalind Russell
984,Adrian Pasdar
984,Mia Sara
984,Jennifer Tilly
984,Tim Guinee
984,Jon Cryer
986,Anna Paquin
986,Jeff Daniels
986,Dana Delany
987,Barry Otto
987,Gia Carides
988,Eric Stoltz
988,Bruce Davison
988,Matt Dillon
988,Illeana Douglas
988,John Turturro
988,Patsy Kensit
989,Dana Vávrová
989,Jochen Nickel
989,Ben Becker
990,Jean-Claude Van Damme
990,Natasha Tonya Henstridge
991,Aidan Quinn
991,Liam Neeson
991,Julia Roberts
991,Alan Rickman
991,Stephen Rea
991,Ian Hart
992,Christopher McDonald
992,Peter Greene
993,Peter Riegert
993,Željko Ivanek
993,Matthew Broderick
997,James Mason
997,Barbara Bel Geddes
997,Robert Ryan
999,Teri Hatcher
999,Peter Horton
999,Greg Cruttwell
999,Marsha Mason
999,Danny Aiello
999,Glenne Headly
999,Paul Mazursky
999,Jeff Daniels
999,Eric Stoltz
999,James Spader
1003,Hugh Grant
1003,Debra Monk
1003,Gene Hackman
1003,Sarah Jessica Parker
1004,Michelle Johnson
1004,Steven Seagal
1004,Bob Gunton
1004,Brian Cox
1007,Bill Bixby
1007,Susan Clark
1007,Don Knotts
1007,Harry Morgan
1007,Don Knight
1007,David Wayne
1007,John McGiver
1007,Tim Conway
1007,Slim Pickens
1008,Buddy Ebsen
1008,Fess Parker
1009,Donald Pleasence
1009,Ike Eisenmann
1009,Kim Richards
1009,Ray Milland
1009,Eddie Albert
1010,Jackie Condon
1010,Mary Kornman
1010,Joe Cobb
1010,Eugene Jackson
1010,Allen Hoskins
1010,Peggy Ahern
1010,Johnny Downs
1010,Mickey Daniels
1011,Keenan Wynn
1011,Helen Hayes
1011,John McIntire
1011,Ken Berry
1012,Spike
1012,Fess Parker
1012,Kevin Corcoran
1012,Tommy Kirk
1012,Dorothy McGuire
1013,Hayley Mills
1013,Brian Keith
1013,Maureen O'Hara
1015,Veronica Lauren
1015,Kim Greist
1015,Michael J. Fox
1015,Don Ameche
1015,Robert Hays
1015,Sally Field
1016,Fred MacMurray
1016,Tim Considine
1016,Jean Hagen
1016,Tommy Kirk
1016,Annette Funicello
1017,James MacArthur
1017,Tommy Kirk
1017,Cecil Parker
1017,Sessue Hayakawa
1017,Kevin Corcoran
1017,Janet Munro
1017,John Mills
1017,Dorothy McGuire
1018,Frank Gorshin
1018,Neville Brand
1018,Dorothy Provine
1018,Hayley Mills
1018,Dean Jones
1020,Leon
1020,Malik Yoba
1020,John Candy
1020,Doug E. Doug
1021,Brenda Fricker
1021,Ben Johnson
1021,Tony Danza
1021,Christopher Lloyd
1021,Danny Glover
1021,Jay O. Sanders
1022,Lucille Bliss
1022,Lucille Bliss
1022,Lucille Bliss
1022,Lucille Bliss
1022,Lucille Bliss
1022,Lucille Bliss
1022,Luis van Rooten
1022,Luis van Rooten
1022,Luis van Rooten
1022,Luis van Rooten
1022,Luis van Rooten
1022,Luis van Rooten
1022,Verna Felton
1022,Verna Felton
1022,Verna Felton
1022,Verna Felton
1022,Verna Felton
1022,Verna Felton
1022,Don Barclay
1022,Don Barclay
1022,Don Barclay
1022,Don Barclay
1022,Don Barclay
1022,Don Barclay
1022,Jimmy MacDonald
1022,James MacDonald
1022,Jimmy MacDonald
1022,James MacDonald
1022,Jimmy MacDonald
1022,James MacDonald
1022,Jimmy MacDonald
1022,James MacDonald
1022,Jimmy MacDonald
1022,James MacDonald
1022,Jimmy MacDonald
1022,James MacDonald
1022,Mike Douglas
1022,Mike Douglas
1022,Mike Douglas
1022,Mike Douglas
1022,Mike Douglas
1022,Mike Douglas
1022,Ilene Woods
1022,Ilene Woods
1022,Ilene Woods
1022,Ilene Woods
1022,Ilene Woods
1022,Ilene Woods
1022,Rhoda Williams
1022,Rhoda Williams
1022,Rhoda Williams
1022,Rhoda Williams
1022,Rhoda Williams
1022,Rhoda Williams
1022,William Phipps
1022,William Phipps
1022,William Phipps
1022,William Phipps
1022,William Phipps
1022,William Phipps
1023,Paul Winchell
1023,Hal Smith
1023,Jon Walmsley
1023,John Fiedler
1023,Sterling Holloway
1023,Ralph Wright
1023,John Fiedler
1023,Sterling Holloway
1023,Ralph Wright
1023,Jon Walmsley
1023,Hal Smith
1023,Paul Winchell
1024,Zé Carioca
1024,Clarence Nash
1024,Clarence Nash
1024,Joaquin Garay
1024,Zé Carioca
1024,Joaquin Garay
1024,Clarence Nash
1024,Clarence Nash
1024,Zé Carioca
1024,Joaquin Garay
1024,Zé Carioca
1024,Joaquin Garay
1026,Bobby Driscoll
1026,Burl Ives
1026,Luana Patten
1026,Beulah Bondi
1026,Luana Patten
1026,Beulah Bondi
1026,Burl Ives
1026,Bobby Driscoll
1026,Luana Patten
1026,Beulah Bondi
1026,Burl Ives
1026,Bobby Driscoll
1026,Burl Ives
1026,Bobby Driscoll
1026,Luana Patten
1026,Beulah Bondi
1027,Alan Rickman
1027,Morgan Freeman
1027,Kevin Costner
1027,Mary Elizabeth Mastrantonio
1027,Christian Slater
1028,Ed Wynn
1028,Elsa Lanchester
1028,Glynis Johns
1028,Julie Andrews
1028,Reginald Owen
1028,Dick Van Dyke
1028,Hermione Baddeley
1028,Arthur Treacher
1028,Matthew Garber
1028,Karen Dotrice
1028,David Tomlinson
1029,Hall Johnson
1029,Herman Bing
1029,Cliff Edwards
1029,Nick Stewart
1029,Verna Felton
1029,James Baskett
1029,Sterling Holloway
1029,Edward Brophy
1029,Verna Felton
1029,James Baskett
1029,Sterling Holloway
1029,Edward Brophy
1029,Herman Bing
1029,Hall Johnson
1029,Cliff Edwards
1029,Nick Stewart
1029,Verna Felton
1029,James Baskett
1029,Sterling Holloway
1029,Edward Brophy
1029,Herman Bing
1029,Hall Johnson
1029,Cliff Edwards
1029,Nick Stewart
1029,Herman Bing
1029,Hall Johnson
1029,Cliff Edwards
1029,Nick Stewart
1029,Verna Felton
1029,James Baskett
1029,Sterling Holloway
1029,Edward Brophy
1031,Angela Lansbury
1031,Cindy O'Callaghan
1031,John Ericson
1031,David Tomlinson
1032,Bill Thompson
1032,Sterling Holloway
1032,Jerry Colonna
1032,Ed Wynn
1032,Dink Trout
1032,Richard Haydn
1032,Jimmy MacDonald
1032,Joseph Kearns
1032,Kathryn Beaumont
1032,Verna Felton
1032,Ed Wynn
1032,Dink Trout
1032,Richard Haydn
1032,Jimmy MacDonald
1032,Joseph Kearns
1032,Bill Thompson
1032,Jimmy MacDonald
1032,J. Pat O'Malley
1032,Verna Felton
1032,Kathryn Beaumont
1032,Dink Trout
1032,Richard Haydn
1032,James MacDonald
1032,Sterling Holloway
1032,Bill Thompson
1032,Jerry Colonna
1032,J. Pat O'Malley
1032,Joseph Kearns
1032,James MacDonald
1032,Sterling Holloway
1032,Jerry Colonna
1032,Ed Wynn
1032,Verna Felton
1032,Kathryn Beaumont
1032,J. Pat O'Malley
1032,James MacDonald
1034,Reese Witherspoon
1034,Kiefer Sutherland
1034,Wolfgang Bodison
1034,Bokeem Woodbine
1034,Brooke Shields
1034,Michael T. Weiss
1035,Christopher Plummer
1035,Julie Andrews
1036,Alan Rickman
1036,Bruce Willis
1036,Bonnie Bedelia
1036,Alexander Godunov
1037,Austin O'Brien
1037,Geoffrey Lewis
1037,Pierce Brosnan
1038,Gérard Depardieu
1038,Gena Rowlands
1038,Jake Lloyd
1041,Jaycee Chan
1041,Dustin Hoffman
1041,David Cross
1041,Jessica DiCicco
1041,Randall Duk Kim
1041,Tara Strong
1041,Jack Black
1042,Steve Zahn
1042,Tom Hanks
1042,Liv Tyler
1042,Johnathon Schaech
1043,Bruce Altman
1043,Kathy Baker
1043,Wendy Crewson
1043,Claire Danes
1043,Peter Gallagher
1043,Michelle Pfeiffer
1044,Anthony Hopkins
1044,Julianne Moore
1044,The Lady Olivier
1044,Joseph Maher
1044,Diane Venora
1044,Joss Ackland
1044,Jane Lapotaire
1044,Peter Eyre
1044,Natascha McElhone
1045,Renée Taylor
1045,Paul Sorvino
1045,Barbara Carrera
1045,William Hickey
1045,Connie Stevens
1045,Dick Van Patten
1045,Nathaniel Marston
1045,Abe Vigoda
1045,Joseph Bologna
1045,Angelina Jolie
1045,Lainie Kazan
1045,Dick Van Patten
1045,Paul Sorvino
1045,Renée Taylor
1045,William Hickey
1045,Barbara Carrera
1045,Connie Stevens
1045,Joseph Bologna
1045,Abe Vigoda
1045,Nathaniel Marston
1045,Angelina Jolie
1045,Lainie Kazan
1047,Brian Cox
1047,Patrick Malahide
1047,Geena Davis
1047,Craig Bierko
1050,Alec Baldwin
1050,Winona Ryder
1050,Kevin Spacey
1050,Aidan Quinn
1050,Kevin Conway
1050,Harris Yulin
1050,Estelle Parsons
1050,Al Pacino
1051,Mimi Rogers
1051,Seymour Cassel
1051,Carol Kane
1051,Daniel Baldwin
1051,Elizabeth Bracco
1051,Debi Mazar
1051,Chloë Sevigny
1051,Steve Buscemi
1051,Anthony LaPaglia
1052,Jeanne Moreau
1052,Nell Carter
1052,Christopher Cazenove
1052,Josh Hamilton
1052,Sean Young
1052,Charlotte de Turckheim
1052,Austin Pendleton
1052,Jean-Pierre Aumont
1052,Pierre Vaneck
1052,Sam Waterston
1053,Luke Perry
1053,Ashley Judd
1054,Gabriel Casseus
1054,Richard Belzer
1054,Charles S. Dutton
1054,Wendell Pierce
1054,Andre Braugher
1054,Albert Hall
1054,Steve White
1054,Isaiah Washington
1054,Hill Harper
1054,Bernie Mac
1054,Ossie Davis
1055,Linda Hamilton
1055,charliesheen
1055,Donald Sutherland
1055,Charlie Sheen
1055,Sam Waterston
1055,Stephen Lang
1055,Ben Gazzara
1056,Christopher Eccleston
1056,Liam Cunningham
1056,Rachel Griffiths
1056,June Whitfield
1056,Kate Winslet
1057,David Ogden Stiers
1057,Julia Roberts
1057,Goldie Hawn
1057,Woody Allen
1057,Natasha Lyonne
1057,Lukas Haas
1057,Edward Norton
1057,Gaby Hoffmann
1057,Tim Roth
1057,Natalie Portman
1060,Vince Vaughn
1060,Patrick Van Horn
1060,Jon Favreau
1060,Alex Désert
1060,Heather Graham
1060,Ron Livingston
1062,Jon Seda
1062,Anne Bancroft
1062,Woody Harrelson
1063,Keith David
1063,Nicky Katt
1063,Christopher Gartin
1063,Richard Kind
1063,Lukas Haas
1063,David Arquette
1063,John C. McGinley
1063,Elliott Gould
1063,Arliss Howard
1064,Frank Welker
1064,Jerry Orbach
1064,Robin Williams
1064,Gilbert Gottfried
1064,Scott Weinger
1064,John Rhys-Davies
1064,Linda Larkin
1065,Duncan MacRae
1065,Susan Shaw
1065,Jean Kent
1065,Charles Victor
1065,Dirk Bogarde
1065,Lana Morris
1065,John McCallum
1065,Hermione Baddeley
1065,Duncan Macrae
1066,Ginger Rogers
1066,Fred Astaire
1068,Robert Mitchum
1068,Sam Levene
1068,Robert Young
1068,Gloria Grahame
1068,Robert Ryan
1068,STAFF FILM REPORT 66-12A
1069,Claire Trevor
1069,Dick Powell
1069,Anne Shirley
1070,Robert Mitchum
1070,Jane Russell
1070,"William Bendix in Riley, Savings Bonds Salesman"
1070,Gloria Grahame
1070,"William Bendix in Riley, Savings Bonds Salesman"
1070,Robert Mitchum
1070,Gloria Grahame
1070,William Bendix
1070,STAFF FILM REPORT 66-12A
1070,William Bendix
1070,Jane Russell
1070,STAFF FILM REPORT 66-12A
1071,Joel McCrea
1071,Betty Field
1071,Joel McCrea
1071,Betty Field
1076,Russell Simpson
1078,Louise Lasser
1078,Woody Allen
1080,Terry Jones
1080,John Cleese
1080,Eric Idle
1080,Graham Chapman
1080,Michael Palin
1080,Terry Gilliam
1081,Michael Nouri
1081,Tony Roberts
1081,Rachel York
1081,Julie Andrews
1081,Rachel York
1081,Julie Andrews
1081,Tony Roberts
1081,Michael Nouri
1082,Peter Boyle
1082,Robert Redford
1083,Vivian Vance
1083,Arthur O'Connell
1083,Tony Curtis
1083,Keenan Wynn
1083,Natalie Wood
1083,Peter Falk
1084,Michael J. Pollard
1084,Faye Dunaway
1084,Gene Hackman
1084,Warren Beatty
1084,Estelle Parsons
1085,Spencer Tracy
1086,Ray Milland
1086,John Williams
1086,Grace Kelly
1086,Robert Cummings
1088,Jerry Orbach
1088,Patrick Swayze
1088,Jennifer Grey
1088,Cynthia Rhodes
1089,Lawrence Tierney
1089,Michael Madsen
1089,Tim Roth
1089,Chris Penn
1089,Steve Buscemi
1089,Harvey Keitel
1090,charliesheen
1090,Charlie Sheen
1090,Willem Dafoe
1092,David Morrissey
1092,Sharon Stone
1092,Charlotte Rampling
1092,David Thewlis
1093,Michael Madsen
1093,Billy Idol
1093,Kyle MacLachlan
1093,Val Kilmer
1093,Frank Whaley
1093,Meg Ryan
1093,Kevin Dillon
1094,Jaye Davidson
1094,Forest Whitaker
1094,Stephen Rea
1095,Al Pacino
1095,Alec Baldwin
1095,Kevin Spacey
1095,Ed Harris
1095,Alan Arkin
1096,Peter MacNicol
1096,Kevin Kline
1096,Meryl Streep
1097,Henry Thomas
1099,Gary Oldman
1099,Fionnula Flanagan
1099,Robin Wright
1099,Bob Hoskins
1099,Jim Carrey
1099,Colin Firth
1100,Nicole Kidman
1100,Tom Cruise
1101,Sterling Hayden
1103,Ann Doran
1103,Sal Mineo
1103,Natalie Wood
1103,Jim Backus
1103,Corey Allen
1103,William Hopper
1103,James Dean
1104,Karl Malden
1104,Marlon Brando
1104,Kim Hunter
1104,Vivien Leigh
1112,Vincent Gallo
1112,Gareth Williams
1112,William Forsythe
1114,Paul Hubschmid
1114,Michael Caine
1114,Oscar Homolka
1114,Eva Renzi
1115,Jane Lynch
1115,Brie Larson
1115,Mika Boorem
1115,Steve Carell
1115,Sara Paxton
1119,Moe Howard
1119,Arthur Housman
1119,Al Hill
1119,Larry Fine
1119,"Jack ""Tiny"" Lipson"
1119,Billy Bletcher
1119,Curly Howard
1119,Dorothy Granger
1119,William Irving
1119,Frank Moran
1119,Jack Lipson
1120,Edward Norton
1120,Courtney Love
1120,Woody Harrelson
1124,William Lanteau
1124,Dabney Coleman
1124,Katharine Hepburn
1124,Henry Fonda
1124,Jane Fonda
1125,Christopher Plummer
1125,Herbert Lom
1125,Catherine Schell
1125,Peter Sellers
1126,Rik Mayall
1126,Marsha Mason
1126,Carrie Fisher
1126,Tim Matheson
1126,Phoebe Cates
1127,James Cameron
1131,Daniel Auteuil
1131,Gérard Depardieu
1131,Yves Montand
1132,Emmanuelle Béart
1132,Yves Montand
1132,Daniel Auteuil
1132,Hippolyte Girardot
1137,Bruce LaBruce
1143,Marcello Mastroianni
1148,Peter Sallis
1151,Jan Kraus
1151,Petr Čepek
1153,Claire Trevor
1153,Dennis O'Keefe
1153,Marsha Hunt
1160,George Burns
1160,Gracie Allen
1160,Mary Boland
1164,Marina Vlady
1167,Roscoe Lee Browne
1167,Héctor Elizondo
1167,Maria Pitillo
1167,Greg Kinnear
1167,Jon Seda
1167,Tim Conway
1167,Laurie Metcalf
1168,Michael Paré
1170,Gina Gershon
1170,Phillip Rhee
1172,Salvatore Cascio
1172,Philippe Noiret
1172,Pupella Maggio
1172,Jacques Perrin
1173,Richard Bohringer
1173,Michael Gambon
1173,Alan Howard
1173,Helen Mirren
1173,Alan Howard
1173,Helen Mirren
1173,Michael Gambon
1173,Richard Bohringer
1179,John Cusack
1179,Annette Bening
1183,Colin Firth
1183,Willem Dafoe
1183,Ralph Fiennes
1183,Jürgen Prochnow
1183,Naveen Andrews
1185,Adrian Dunbar
1185,Hugh O'Conor
1185,Cyril Cusack
1185,Fiona Shaw
1185,Brenda Fricker
1185,Daniel Day-Lewis
1185,Ray McAnally
1186,Andie MacDowell
1186,James Spader
1186,Peter Gallagher
1187,Vondie Curtis-Hall
1187,Alfre Woodard
1187,Mary McDonnell
1188,Gia Carides
1188,Peter Whitford
1188,Barry Otto
1188,Tara Morice
1188,Bill Hunter
1190,Victoria Abril
1190,Antonio Banderas
1190,María Barranco
1190,Francisco Rabal
1190,Julieta Serrano
1190,Rossy de Palma
1191,Madonna
1192,Angie Xtravaganza
1192,Octavia St. Laurent
1192,Willi Ninja
1192,Venus Xtravaganza
1192,Pepper LaBeija
1192,Dorian Corey
1193,Jack Nicholson
1193,William Redfield
1194,Huntz Hall
1194,Stanley Clements
1194,Dick Elliott
1194,David Gorcey
1196,Frank Oz
1196,Peter Mayhew
1196,Carrie Fisher
1196,Anthony Daniels
1196,Billy Dee Williams
1196,David Prowse
1196,Kenny Baker
1196,Mark Hamill
1196,Harrison Ford
1197,André the Giant
1197,Mandy Patinkin
1197,Chris Sarandon
1197,Robin Wright
1197,Billy Crystal
1197,Peter Falk
1197,Wallace Shawn
1197,The Lord Haden-Guest
1198,Paul Freeman
1198,Karen Allen
1198,John Rhys-Davies
1198,Denholm Elliott
1198,Ronald Lacey
1198,Harrison Ford
1199,Michael Palin
1199,Robert De Niro
1199,Kim Greist
1199,Ian Richardson
1199,Bob Hoskins
1199,Ian Holm
1199,Peter Vaughan
1199,Katherine Helmond
1200,Sigourney Weaver
1201,Clint Eastwood
1201,Aldo Giuffrè
1201,The Actor …As Citizen
1201,Rada Rassimov
1201,Antonio Molino Rojo
1201,Enzo Petito
1201,Livio Lorenzon
1201,Luigi Pistilli
1201,Lorenzo Robledo
1201,Eli Wallach
1201,Al Mulock
1201,Mario Brega
1201,Aldo Sambrell
1201,Antonio Casas
1203,Lee J. Cobb
1203,Jack Warden
1203,John Fiedler
1203,Henry Fonda
1203,Ed Begley Sr.
1204,Anthony Quayle
1204,Peter O'Toole
1204,Claude Rains
1204,Arthur Kennedy
1204,Alec Guinness
1204,Omar Sharif
1204,Jack Hawkins
1204,José Ferrer
1204,Anthony Quinn
1207,Frank Overton
1207,Mary Badham
1207,John Megna
1207,Paul Fix
1207,Gregory Peck
1207,Brock Peters
1207,Phillip Alford
1207,Ruth White
1208,Albert Hall
1208,Frederic Forrest
1208,Dennis Hopper
1208,Marlon Brando
1208,Sam Bottoms
1209,Frank Wolff
1209,Paolo Stoppa
1209,Keenan Wynn
1209,Woody Strode
1209,Jack Elam
1209,Charles Bronson
1209,Jason Robards
1209,Lionel Stander
1209,Henry Fonda
1209,Gabriele Ferzetti
1210,Frank Oz
1210,Peter Mayhew
1210,Carrie Fisher
1210,Anthony Daniels
1210,Billy Dee Williams
1210,David Prowse
1210,Kenny Baker
1210,Mark Hamill
1210,Harrison Ford
1212,Jack Wetherall
1212,Sebastian Spence
1212,Chad Allen
1212,Sean Young
1213,Joe Pesci
1213,Paul Sorvino
1213,Lorraine Bracco
1213,Robert De Niro
1213,Ray Liotta
1214,Sigourney Weaver
1214,John Hurt
1214,Yaphet Kotto
1214,Veronica Cartwright
1214,Tom Skerritt
1214,Ian Holm
1217,Jinpachi Nezu
1217,Tatsuya Nakadai
1217,Akira Terao
1217,Hisashi Igawa
1217,Mieko Harada
1219,John Gavin
1219,Anthony Perkins
1219,Vera Miles
1219,Martin Balsam
1219,John McIntire
1220,Ray Charles
1220,James Brown
1220,Dan Aykroyd
1220,Carrie Fisher
1220,Cab Calloway
1220,Henry Gibson
1220,Aretha Franklin
1221,Lee Strasberg
1221,Al Pacino
1221,Talia Shire
1221,Diane Keaton
1221,Robert De Niro
1221,Morgana King
1221,John Cazale
1224,Kenneth Branagh
1224,Judi Dench
1224,Alec McCowen
1224,Paul Scofield
1224,Derek Jacobi
1224,Ian Holm
1224,Emma Thompson
1224,Christian Bale
1225,Simon Callow
1225,Christine Ebersole
1225,Elizabeth Berridge
1225,Charles Kay
1225,F. Murray Abraham
1225,Tom Hulce
1225,Roy Dotrice
1226,Barry Fitzgerald
1226,STAFF FILM REPORT 66-28A
1226,Maureen O'Hara
1226,Victor McLaglen
1226,Maureen O'Hara
1226,John Wayne
1226,STAFF FILM REPORT 66-28A
1226,Victor McLaglen
1226,Barry Fitzgerald
1226,John Wayne
1226,STAFF FILM REPORT 66-28A
1226,John Wayne
1226,Barry Fitzgerald
1226,Victor McLaglen
1226,Maureen O'Hara
1227,Tuesday Weld
1227,Tuesday Weld
1227,Tuesday Weld
1227,James Woods
1227,James Woods
1227,James Woods
1227,Robert De Niro
1227,Robert De Niro
1227,Robert De Niro
1227,Joe Pesci
1227,Joe Pesci
1227,Joe Pesci
1227,Burt Young
1227,Burt Young
1227,Burt Young
1227,Elizabeth McGovern
1227,Elizabeth McGovern
1227,Elizabeth McGovern
1227,Treat Williams
1227,Treat Williams
1227,Treat Williams
1227,Joe Pesci
1227,Joe Pesci
1227,Joe Pesci
1227,Tuesday Weld
1227,Tuesday Weld
1227,Tuesday Weld
1227,Robert De Niro
1227,Robert De Niro
1227,Robert De Niro
1227,James Woods
1227,James Woods
1227,James Woods
1227,Elizabeth McGovern
1227,Elizabeth McGovern
1227,Elizabeth McGovern
1227,Treat Williams
1227,Treat Williams
1227,Treat Williams
1227,Burt Young
1227,Burt Young
1227,Burt Young
1228,Joe Pesci
1228,Cathy Moriarty
1228,Robert De Niro
1230,Colleen Dewhurst
1230,Tony Roberts
1230,Carol Kane
1230,Paul Simon
1230,Diane Keaton
1230,Shelley Duvall
1230,Christopher Walken
1230,Woody Allen
1230,Janet Margolin
1231,Barbara Hershey
1231,Scott Glenn
1231,Kim Stanley
1231,Pamela Reed
1231,Ed Harris
1231,Veronica Cartwright
1231,Scott Paulin
1231,Sam Shepard
1231,Lance Henriksen
1231,Charles Frank
1231,Fred Ward
1232,Alisa Freindlich
1232,Anatoly Solonitsyn
1232,Alexander  Kaidanovsky
1232,Nikolai Grinko
1232,Alexander  Kaidanovsky
1232,Nikolai Grinko
1232,Anatoly Solonitsyn
1232,Alisa Freindlich
1235,Ruth Gordon
1236,Adrienne Shelly
1236,Edie Falco
1236,Martin Donovan
1241,Ian Watkin
1241,Diana Peñalver
1241,Tim Balme
1245,John Turturro
1245,Marcia Gay Harden
1245,J. E. Freeman
1245,Jon Polito
1246,Robin Williams
1246,Robin Williams
1248,Orson Welles
1248,Ակիմ Թամիրով
1248,Marlene Dietrich
1248,Akim Tamiroff
1248,Joseph Calleia
1248,Charlton Heston
1250,Jack Hawkins
1250,William Holden
1250,Alec Guinness
1250,Sessue Hayakawa
1250,Alec Guinness
1250,Sessue Hayakawa
1250,William Holden
1250,Jack Hawkins
1255,Pete O'Herne
1255,Sir Peter Jackson
1256,Edgar Kennedy
1256,Louis Calhern
1256,Margaret Dumont
1256,Groucho Marx
1256,Harpo Marx
1256,Zeppo Marx
1257,Amanda Wyss
1257,David Ogden Stiers
1257,John Cusack
1257,Curtis Armstrong
1258,Melanie Griffith
1258,Liam Neeson
1258,Michael Douglas
1259,Jerry O'Connell
1259,River Phoenix
1259,Kiefer Sutherland
1259,Wil Wheaton
1259,Corey Feldman
1264,Frédéric Andréi
1264,Richard Bohringer
1266,Gene Hackman
1266,Clint Eastwood
1266,Morgan Freeman
1267,James Gregory
1267,Laurence Harvey
1267,Frank Sinatra
1267,Henry Silva
1267,Angela Lansbury
1268,Scott Paulin
1268,Christian Slater
1268,Ellen Greene
1269,Jack Carson
1269,Peter Lorre
1269,Priscilla Lane
1269,Raymond Massey
1270,Crispin Glover
1270,Michael J. Fox
1270,Christopher Lloyd
1270,Lea Thompson
1272,George C. Scott
1272,Karl Malden
1273,Roberto Benigni
1273,Ellen Barkin
1273,John Lurie
1273,Tom Waits
1273,Nicoletta Braschi
1275,Clancy Brown
1275,Christopher Lambert
1275,Sean Connery
1276,Paul Newman
1276,Jo Van Fleet
1276,Strother Martin
1276,Lou Antonio
1276,Robert Drivas
1276,J. D. Cannon
1278,Teri Garr
1278,Gene Wilder
1278,Marty Feldman
1278,Madeline Kahn
1278,Peter Boyle
1278,Kenneth Mars
1278,Madeline Kahn
1278,Peter Boyle
1278,Kenneth Mars
1278,Marty Feldman
1278,Gene Wilder
1278,Teri Garr
1279,Isaach de Bankolé
1279,Roberto Benigni
1279,Kari Väänänen
1279,Matti Pellonpää
1279,Béatrice Dalle
1279,Gena Rowlands
1279,Rosie Perez
1279,Armin Mueller-Stahl
1279,Winona Ryder
1279,Sakari Kuosmanen
1279,Paolo Bonacelli
1280,Gong Li
1280,He Saifei
1280,Cao Cuifen
1280,Gong Li
1280,Cao Cuifen
1280,He Saifei
1280,Cao Cuifen
1280,He Saifei
1280,Gong Li
1281,Reginald Gardiner
1281,Charlie Chaplin
1281,Henry Daniell
1281,Billy Gilbert
1281,Paulette Goddard
1281,Maurice Moscovich
1281,Jack Oakie
1283,Ivan Sergei
1283,Emilie de Ravin
1284,Dorothy Malone
1284,Martha Vickers
1285,Christian Slater
1285,Penelope Milford
1285,Kim Walker
1285,Winona Ryder
1285,Lisanne Falk
1288,Bruno Kirby
1288,Michael McKean
1288,Tony Hendra
1288,The Lord Haden-Guest
1288,Robert Reiner
1288,June Chadwick
1288,Harry Shearer
1290,Eric Stoltz
1290,Lea Thompson
1290,Mary Stuart Masterson
1291,Sean Connery
1291,Alison Doody
1291,Julian Glover
1291,Denholm Elliott
1291,John Rhys-Davies
1291,Harrison Ford
1292,Richard Basehart
1292,Peter Sellers
1292,Jack Warden
1292,Melvyn Douglas
1292,Richard Dysart
1293,Ben Kingsley
1293,Trevor Howard
1293,Candice Bergen
1293,John Mills
1293,Edward Fox
1293,Candice Bergen
1293,Trevor Howard
1293,Ben Kingsley
1293,John Mills
1293,Edward Fox
1295,Daniel Olbrychski
1295,Donald Moffat
1295,Erland Josephson
1295,Lena Olin
1295,Stellan Skarsgård
1295,Daniel Day-Lewis
1297,Michelle Meyrink
1297,William Atherton
1297,Val Kilmer
1297,Gabriel Jarret
1299,Sam Waterston
1299,Athol Fugard
1299,John Malkovich
1299,Craig T. Nelson
1299,Haing S. Ngor
1300,Tomas von Brömssen
1301,Anne Francis
1301,Warren Stevens
1301,Leslie Nielsen
1301,Walter Pidgeon
1302,James Earl Jones
1302,Burt Lancaster
1302,Kevin Costner
1302,Ray Liotta
1303,Saeed Jaffrey
1303,Shakira Caine
1303,Christopher Plummer
1303,Michael Caine
1303,Sean Connery
1304,Robert Redford
1304,Katharine Ross
1304,Henry Jones
1304,Jeff Corey
1304,Strother Martin
1304,Paul Newman
1305,Aurore Clément
1305,Hunter Carson
1305,Nastassja Kinski
1306,Solveig Dommartin
1306,Rüdiger Vogler
1306,Max von Sydow
1306,Jeanne Moreau
1306,Ernie Dingo
1306,Sam Neill
1307,Carrie Fisher
1307,Meg Ryan
1307,Billy Crystal
1307,Bruno Kirby
1313,Jeff Goldblum
1313,Ellen Barkin
1313,Diane Lane
1313,Richard Dreyfuss
1317,Ossie Davis
1317,Walter Matthau
1317,Boyd Gaines
1317,Craig T. Nelson
1321,(OBE)
1321,David Naughton
1321,Griffin Dunne
1321,John Woodvine
1321,Jenny Agutter
1323,Tess Harper
1323,Candy Clark
1323,Tony Roberts
1326,James Olson
1326,Rutanya Alda
1326,Burt Young
1327,James Brolin
1327,Margot Kidder
1329,Joe Dallesandro
1330,Amy Steel
1330,Thomas F. Wilson
1330,Clayton Rohner
1330,Deborah Foreman
1330,Griffin O'Neal
1330,Leah Pinsent
1330,Deborah Goodrich
1330,Jay Baker
1331,Anthony Hopkins
1331,Marsha Mason
1331,John Beck
1331,Susan Swift
1332,Johnny Messner
1332,Deanna Russo
1332,Jon Huertas
1332,Deanna Russo
1332,Jon Huertas
1332,Johnny Messner
1333,Jessica Tandy
1333,Suzanne Pleshette
1333,Veronica Cartwright
1333,Rod Taylor
1334,Joe Seneca
1334,Candy Clark
